128,249,8,499,1,500
88,247,0,3,497,500
294,250,27,0,500,500
468,220,96,43,457,500
842,249,82,499,1,500
706,239,36,17,483,500
451,249,118,498,1,499
743,249,100,0,500,500
227,250,105,0,500,500
857,247,142,0,500,500
1093,227,128,462,38,500
714,238,94,481,19,500
376,250,99,0,500,500
542,235,50,472,28,500
256,250,100,0,499,499
393,248,121,0,500,500
949,244,22,490,10,500
301,249,109,500,0,500
466,248,83,498,1,499
724,249,85,0,499,499
374,250,63,500,0,500
330,247,68,498,1,499
261,249,111,0,498,498
248,245,124,2,498,500
319,248,116,0,499,499
128,250,13,500,0,500
188,247,28,4,496,500
1097,249,119,500,0,500
200,250,50,0,500,500
131,246,3,499,1,500
572,248,73,500,0,500
112,249,0,500,0,500
390,249,95,1,499,500
105,248,0,2,498,500
544,227,119,464,36,500
161,243,17,499,0,499
514,239,97,22,478,500
412,248,125,500,0,500
343,249,119,500,0,500
838,242,113,11,489,500
122,250,0,0,500,500
404,230,68,466,34,500
222,239,75,19,481,500
251,247,105,1,499,500
152,250,50,500,0,500
185,247,88,500,0,500
181,248,51,0,498,498
294,249,117,0,500,500
282,248,103,0,500,500
205,249,72,500,0,500
188,249,107,500,0,500
119,250,0,0,500,500
723,247,79,500,0,500
120,247,0,499,0,499
977,250,127,0,500,500
196,246,37,1,498,499
355,249,112,500,0,500
1329,244,81,493,7,500
330,239,98,18,482,500
153,248,58,0,500,500
1776,242,127,10,490,500
434,249,126,0,499,499
390,247,91,495,4,499
155,248,69,496,3,499
174,250,107,500,0,500
691,248,130,500,0,500
190,250,23,500,0,500
415,236,119,474,26,500
338,244,118,2,498,500
313,248,80,499,0,499
131,249,6,1,498,499
574,248,83,2,496,498
131,250,4,500,0,500
782,231,73,468,32,500
353,250,126,0,500,500
869,250,131,0,499,499
183,248,53,0,500,500
257,248,92,2,497,499
140,249,3,500,0,500
329,249,123,0,499,499
142,245,6,491,9,500
271,248,110,500,0,500
494,250,137,500,0,500
218,236,78,473,27,500
334,250,107,499,0,499
168,249,28,0,500,500
631,248,124,498,2,500
228,234,85,474,26,500
557,230,92,460,40,500
615,193,97,399,101,500
286,248,89,498,2,500
133,250,4,500,0,500
713,243,141,11,489,500
184,250,46,0,500,500
264,242,104,12,487,499
324,246,125,4,494,498
431,249,43,500,0,500
633,245,56,6,494,500
475,235,74,26,474,500
203,249,99,0,499,499
660,243,39,12,488,500
614,248,99,499,1,500
137,249,66,0,500,500
383,249,108,500,0,500
316,248,111,500,0,500
356,250,93,0,500,500
485,250,107,0,500,500
128,246,1,497,3,500
285,246,97,0,500,500
405,247,131,496,4,500
298,248,85,498,1,499
473,247,91,3,497,500
235,249,19,0,500,500
293,249,84,0,500,500
150,250,42,0,500,500
205,250,72,499,0,499
62,250,0,0,500,500
99,245,0,9,490,499
248,250,88,0,499,499
166,245,65,495,5,500
158,247,78,2,498,500
541,247,112,499,1,500
283,248,42,0,500,500
1421,220,128,55,445,500
268,248,105,1,499,500
518,248,102,498,1,499
589,250,62,0,500,500
262,248,91,1,498,499
139,249,17,499,0,499
904,245,23,500,0,500
122,248,0,2,498,500
244,245,25,499,1,500
91,249,0,0,499,499
305,249,77,500,0,500
1237,215,112,434,66,500
186,250,110,0,500,500
375,236,120,483,17,500
790,235,74,466,33,499
278,250,90,500,0,500
394,249,107,0,497,497
226,250,36,0,500,500
301,248,63,1,498,499
73,250,0,0,500,500
254,241,11,480,18,498
239,248,15,3,494,497
163,249,40,500,0,500
369,249,104,500,0,500
155,248,72,500,0,500
247,249,121,498,1,499
379,249,129,0,500,500
213,230,94,36,464,500
384,250,79,500,0,500
1349,235,138,23,477,500
380,248,44,499,1,500
618,249,111,0,500,500
217,250,56,500,0,500
309,248,38,499,0,499
74,246,0,497,3,500
363,250,117,500,0,500
753,249,99,498,0,498
101,248,0,500,0,500
223,249,65,500,0,500
152,248,13,0,500,500
481,246,107,7,493,500
378,249,49,0,500,500
81,244,0,8,492,500
400,237,128,479,21,500
70,246,0,498,2,500
823,248,106,500,0,500
91,250,0,0,499,499
112,249,0,500,0,500
228,248,85,1,498,499
309,249,136,0,500,500
135,250,9,0,500,500
354,247,75,496,4,500
249,248,121,1,499,500
396,241,125,482,18,500
166,250,78,500,0,500
187,250,21,0,500,500
567,249,125,0,500,500
160,250,73,497,0,497
166,248,62,1,499,500
388,248,84,499,1,500
437,250,104,499,0,499
319,250,91,0,500,500
195,248,127,0,500,500
430,248,115,500,0,500
117,249,0,1,498,499
113,249,0,500,0,500
508,249,115,500,0,500
310,250,57,0,500,500
130,249,2,498,1,499
312,248,66,0,497,497
133,250,8,499,0,499
1015,245,57,1,499,500
499,237,63,25,475,500
263,242,85,483,17,500
243,249,79,0,500,500
160,249,65,500,0,500
542,244,133,500,0,500
121,250,0,0,500,500
146,247,66,3,494,497
327,249,74,0,500,500
413,216,24,442,58,500
433,238,34,18,481,499
677,240,142,14,486,500
327,250,116,499,0,499
558,229,107,41,459,500
1384,196,83,94,406,500
861,242,118,492,8,500
511,246,116,496,4,500
60,247,0,3,497,500
445,244,48,11,489,500
342,248,111,499,0,499
257,248,117,0,500,500
681,232,90,29,471,500
531,239,103,9,491,500
328,249,110,0,499,499
509,248,108,496,3,499
220,249,90,499,0,499
647,245,91,493,7,500
367,250,106,0,500,500
340,245,104,2,498,500
312,249,76,0,500,500
257,250,79,0,500,500
206,247,99,2,497,499
176,250,93,0,500,500
316,248,116,1,499,500
255,244,68,493,7,500
335,249,92,498,0,498
227,250,45,500,0,500
542,248,128,499,1,500
90,244,0,489,11,500
1602,154,106,195,305,500
200,240,62,484,16,500
399,240,73,15,485,500
490,249,98,0,500,500
133,247,2,2,498,500
119,249,0,500,0,500
1050,229,121,466,34,500
368,239,71,19,481,500
112,249,0,499,0,499
314,248,80,0,500,500
247,247,4,500,0,500
90,250,0,0,500,500
176,238,34,494,5,499
634,249,142,0,500,500
224,246,98,495,5,500
88,231,0,28,472,500
135,247,1,495,4,499
328,235,96,471,29,500
536,247,89,3,495,498
320,241,102,7,493,500
91,250,0,0,500,500
216,247,57,497,3,500
240,247,113,498,2,500
431,248,133,0,499,499
181,249,66,1,498,499
240,250,107,0,500,500
315,249,95,0,500,500
664,234,97,26,474,500
322,248,96,500,0,500
158,250,38,0,500,500
711,230,129,464,36,500
175,248,120,1,499,500
291,247,93,5,493,498
317,250,53,0,500,500
361,244,71,9,491,500
214,238,31,480,20,500
674,243,125,489,11,500
280,243,110,10,489,499
537,249,137,0,500,500
339,237,117,19,481,500
170,250,24,0,499,499
200,249,73,0,500,500
133,250,21,499,0,499
185,240,49,483,17,500
86,246,0,6,493,499
54,250,0,0,500,500
191,246,44,2,498,500
533,247,103,0,499,499
633,247,99,0,500,500
93,250,0,0,500,500
180,245,48,3,497,500
58,250,0,500,0,500
296,240,115,12,488,500
836,246,93,500,0,500
429,248,126,500,0,500
482,249,96,500,0,500
144,250,10,499,0,499
541,246,103,5,495,500
64,247,0,0,500,500
437,249,66,499,0,499
485,228,116,464,36,500
187,244,12,2,497,499
173,250,149,0,500,500
199,250,42,0,500,500
83,249,0,0,500,500
651,250,96,0,500,500
131,250,1,0,500,500
162,247,16,0,500,500
231,229,36,465,35,500
278,248,109,0,500,500
528,225,96,54,446,500
700,245,74,494,6,500
186,250,77,500,0,500
532,248,135,0,500,500
120,250,0,500,0,500
260,249,77,499,1,500
143,250,25,500,0,500
212,250,77,0,500,500
370,239,108,487,13,500
256,247,121,1,498,499
275,250,39,500,0,500
159,239,49,481,19,500
75,248,0,1,499,500
361,245,70,499,0,499
266,247,71,499,1,500
110,247,0,495,5,500
392,247,103,0,500,500
330,249,59,500,0,500
1902,173,109,146,354,500
95,249,0,0,500,500
212,250,78,0,500,500
273,249,28,500,0,500
404,233,92,474,26,500
206,248,146,499,0,499
148,247,64,498,2,500
306,249,112,0,499,499
337,249,84,0,500,500
712,249,127,498,0,498
753,240,115,9,491,500
560,249,130,0,499,499
1124,250,125,0,499,499
552,238,129,24,475,499
176,250,85,500,0,500
684,240,122,13,487,500
181,250,60,0,499,499
51,250,0,499,0,499
461,248,99,1,498,499
231,248,90,499,1,500
1069,234,102,475,25,500
1324,246,123,0,496,496
217,249,50,0,500,500
224,237,56,26,474,500
322,242,35,488,12,500
302,249,120,1,498,499
198,249,53,1,499,500
578,250,61,498,0,498
171,249,52,500,0,500
129,250,1,0,498,498
732,207,117,67,433,500
295,249,139,0,500,500
243,243,77,10,490,500
1281,234,131,21,479,500
398,243,123,5,495,500
377,250,136,0,499,499
947,250,100,499,0,499
732,245,61,5,494,499
208,249,64,500,0,500
77,250,0,498,0,498
735,240,84,18,482,500
82,250,0,0,498,498
122,250,0,500,0,500
615,248,82,0,498,498
139,250,49,500,0,500
295,246,107,3,495,498
121,249,0,0,500,500
337,244,97,491,9,500
323,250,67,499,0,499
223,234,96,24,476,500
900,234,128,472,28,500
511,245,119,493,7,500
595,234,126,30,470,500
1039,237,113,12,488,500
216,247,84,500,0,500
157,249,51,1,499,500
748,244,29,10,489,499
258,250,90,500,0,500
1160,210,75,425,75,500
666,230,116,465,35,500
196,250,97,0,500,500
164,244,30,8,492,500
239,249,64,500,0,500
1418,239,63,483,17,500
358,249,103,500,0,500
409,240,88,15,485,500
175,250,42,500,0,500
144,236,14,26,474,500
359,250,101,500,0,500
228,249,76,1,499,500
225,239,93,486,14,500
642,249,90,0,500,500
733,231,127,26,474,500
282,248,130,499,0,499
219,244,45,487,11,498
265,249,16,0,499,499
97,250,0,500,0,500
268,244,149,490,10,500
248,250,118,498,0,498
317,250,131,0,500,500
294,249,86,500,0,500
78,248,0,499,1,500
445,245,108,0,499,499
277,249,101,1,498,499
143,249,25,0,500,500
129,246,2,494,5,499
735,250,139,0,499,499
177,250,75,499,0,499
86,250,0,500,0,500
677,238,74,481,19,500
259,250,83,0,500,500
249,250,109,500,0,500
154,250,75,499,0,499
242,246,91,495,5,500
648,249,99,0,500,500
255,246,95,496,3,499
118,245,0,6,494,500
369,248,117,1,499,500
151,249,21,500,0,500
315,250,104,500,0,500
260,244,17,7,493,500
160,245,86,495,5,500
213,247,105,499,0,499
137,249,56,500,0,500
288,247,36,0,500,500
633,246,107,494,5,499
369,242,106,493,7,500
199,250,67,0,499,499
196,248,91,499,0,499
80,248,0,1,496,497
242,250,95,0,500,500
718,248,71,0,500,500
619,246,140,494,5,499
56,249,0,0,500,500
157,250,26,500,0,500
892,245,104,7,493,500
320,248,99,2,498,500
211,244,131,500,0,500
180,250,50,0,500,500
154,248,101,0,500,500
678,244,109,492,7,499
1190,152,63,208,292,500
101,250,0,0,499,499
254,250,55,0,499,499
309,246,81,497,2,499
499,244,92,10,490,500
229,250,129,0,500,500
212,245,75,500,0,500
798,249,42,499,0,499
370,249,75,500,0,500
137,250,12,499,0,499
283,248,59,495,3,498
137,248,17,0,497,497
204,248,136,1,499,500
380,236,106,25,475,500
834,247,73,6,493,499
121,249,0,0,500,500
238,248,122,499,1,500
711,230,94,41,459,500
428,245,122,1,499,500
188,250,47,500,0,500
286,248,122,0,499,499
322,249,124,0,500,500
213,250,25,500,0,500
265,249,58,500,0,500
634,249,78,0,500,500
452,249,70,497,0,497
315,249,111,0,499,499
206,247,82,1,496,497
569,248,119,498,2,500
119,250,0,500,0,500
181,248,81,500,0,500
696,245,103,499,1,500
333,241,92,484,16,500
102,250,0,499,0,499
498,248,111,500,0,500
237,249,140,0,499,499
620,244,122,500,0,500
240,245,74,495,5,500
100,250,0,0,500,500
494,241,116,488,11,499
