48,250,0,0,500,500
365,250,64,500,0,500
141,250,38,0,500,500
416,249,126,0,499,499
487,246,142,493,5,498
229,249,72,0,500,500
292,249,149,500,0,500
1926,242,115,499,0,499
149,249,13,0,499,499
190,250,93,0,500,500
107,245,0,493,7,500
234,248,119,500,0,500
279,249,37,499,1,500
152,247,61,3,496,499
348,248,105,498,2,500
408,248,145,0,500,500
363,243,141,12,488,500
144,250,40,500,0,500
1649,244,96,7,493,500
121,249,0,500,0,500
421,246,113,500,0,500
144,250,57,500,0,500
338,250,106,0,500,500
301,250,131,499,0,499
548,249,134,0,500,500
69,250,0,0,500,500
96,249,0,500,0,500
253,249,136,500,0,500
56,250,0,0,500,500
677,249,98,500,0,500
1121,244,103,496,3,499
354,248,44,2,497,499
139,247,25,2,498,500
802,247,86,3,496,499
756,250,100,497,0,497
491,249,103,498,1,499
192,250,87,0,500,500
385,249,133,0,500,500
127,249,2,0,500,500
118,247,0,495,5,500
78,250,0,500,0,500
548,244,117,490,10,500
807,239,138,491,9,500
66,250,0,499,0,499
234,249,63,0,500,500
346,250,108,500,0,500
335,249,112,1,499,500
87,250,0,0,500,500
262,250,102,499,0,499
83,250,0,499,0,499
660,249,113,0,500,500
108,250,0,0,497,497
342,249,97,500,0,500
481,241,69,14,486,500
265,249,118,500,0,500
129,250,11,0,499,499
236,249,144,0,500,500
108,249,0,0,499,499
130,250,8,0,499,499
187,250,66,0,500,500
69,250,0,500,0,500
814,247,135,500,0,500
411,250,131,0,500,500
145,249,47,0,500,500
258,249,135,500,0,500
76,250,0,499,0,499
181,249,141,1,497,498
323,249,94,500,0,500
125,248,0,498,1,499
235,247,110,0,499,499
325,250,121,500,0,500
414,249,136,499,0,499
279,248,103,499,1,500
199,247,47,497,3,500
133,249,7,0,500,500
294,248,149,0,500,500
261,250,55,0,500,500
467,250,67,500,0,500
572,249,168,0,499,499
312,247,112,0,500,500
464,249,146,1,498,499
124,247,0,498,1,499
59,249,0,499,1,500
123,250,0,0,500,500
160,250,90,0,499,499
426,247,110,0,500,500
122,250,0,499,0,499
266,246,97,0,500,500
121,250,0,0,500,500
291,250,119,500,0,500
350,250,141,499,0,499
199,247,86,0,500,500
272,247,109,0,500,500
99,249,0,500,0,500
1182,248,75,0,500,500
177,250,87,0,500,500
251,250,133,500,0,500
215,244,13,5,495,500
566,250,127,0,500,500
520,245,126,7,492,499
162,249,13,0,499,499
733,249,125,500,0,500
180,247,134,3,497,500
177,250,55,0,500,500
276,249,146,499,0,499
203,250,77,500,0,500
783,247,79,500,0,500
246,248,27,499,1,500
407,249,88,500,0,500
267,250,67,500,0,500
231,246,119,498,2,500
330,245,65,493,5,498
612,246,116,2,497,499
274,249,148,1,499,500
90,250,0,0,500,500
109,250,0,500,0,500
490,248,118,0,500,500
614,244,108,494,6,500
80,250,0,500,0,500
633,250,83,0,500,500
214,249,99,0,500,500
229,248,129,1,497,498
239,250,141,0,499,499
168,248,56,500,0,500
202,249,41,0,500,500
119,247,0,499,1,500
100,250,0,500,0,500
343,250,145,500,0,500
172,248,138,0,499,499
486,249,118,499,0,499
161,250,13,0,499,499
508,247,129,496,4,500
513,243,114,6,493,499
456,249,123,0,500,500
492,244,132,6,494,500
643,247,136,1,495,496
267,249,80,0,498,498
629,250,134,0,500,500
684,243,107,486,14,500
343,248,119,500,0,500
160,245,65,0,500,500
286,250,141,500,0,500
677,245,136,2,498,500
341,250,88,500,0,500
225,249,128,500,0,500
133,249,31,0,500,500
147,250,9,500,0,500
464,249,95,0,500,500
282,247,126,500,0,500
277,249,132,0,500,500
718,235,95,26,474,500
998,237,123,472,28,500
204,249,155,499,0,499
200,250,128,0,500,500
232,248,112,1,499,500
532,249,143,499,1,500
1802,247,146,0,500,500
507,249,132,497,0,497
71,250,0,0,500,500
203,249,99,499,1,500
978,246,80,5,495,500
341,247,130,500,0,500
258,249,48,0,500,500
298,249,146,500,0,500
346,249,138,0,500,500
365,250,108,499,0,499
183,249,122,500,0,500
210,249,64,500,0,500
999,246,121,0,500,500
284,249,145,500,0,500
264,250,106,500,0,500
551,249,125,0,497,497
326,250,142,500,0,500
622,249,125,0,498,498
94,250,0,500,0,500
57,250,0,0,500,500
691,248,125,500,0,500
1235,247,111,0,500,500
175,250,67,500,0,500
168,247,100,500,0,500
286,248,139,0,500,500
245,250,85,500,0,500
472,249,60,500,0,500
194,249,6,0,500,500
476,249,35,0,499,499
401,248,130,500,0,500
431,245,133,3,497,500
196,249,49,500,0,500
321,247,111,1,499,500
303,250,139,0,500,500
323,249,149,500,0,500
431,245,89,500,0,500
162,249,53,1,498,499
132,249,27,499,1,500
1016,250,124,500,0,500
99,250,0,499,0,499
313,250,134,500,0,500
197,250,54,500,0,500
281,248,124,0,500,500
662,250,105,0,499,499
437,248,138,500,0,500
566,247,139,1,499,500
285,249,92,0,499,499
157,249,98,500,0,500
381,249,147,0,500,500
172,250,41,499,0,499
394,249,70,500,0,500
70,250,0,0,498,498
390,250,93,500,0,500
355,248,101,0,500,500
301,246,110,496,4,500
283,250,127,500,0,500
136,249,22,0,499,499
101,249,0,500,0,500
99,248,0,495,3,498
143,249,17,499,0,499
118,249,0,500,0,500
146,248,2,3,496,499
258,249,87,0,499,499
522,248,120,1,499,500
216,250,99,499,0,499
358,248,128,0,500,500
176,247,63,0,500,500
483,243,54,10,490,500
805,244,32,498,2,500
197,250,108,0,500,500
174,250,50,500,0,500
342,248,124,0,500,500
137,250,29,0,499,499
214,249,52,500,0,500
230,250,145,499,0,499
61,249,0,500,0,500
134,250,29,500,0,500
515,247,106,500,0,500
176,248,118,0,500,500
609,244,86,9,491,500
547,247,104,2,497,499
357,246,137,497,3,500
101,248,0,500,0,500
167,249,71,500,0,500
91,249,0,0,500,500
266,246,93,496,4,500
272,250,109,0,499,499
182,249,77,500,0,500
256,247,137,3,497,500
590,249,131,500,0,500
146,249,15,500,0,500
423,248,129,500,0,500
130,247,4,0,500,500
128,249,3,0,500,500
96,248,0,1,499,500
470,249,135,499,0,499
154,246,32,494,5,499
720,248,129,0,499,499
626,250,36,0,499,499
306,245,135,494,4,498
241,250,88,499,0,499
242,248,74,0,500,500
120,250,0,500,0,500
191,249,71,0,500,500
198,250,88,500,0,500
569,248,127,500,0,500
